id,song,artist,album,type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3egc5MjSInmkc9fHfjFsKK,What the Hell,Avril Lavigne,Goodbye Lullaby,audio_features,0.571,0.932,6,-3.68,0,0.0576,0.00448,0.00939,0.117,0.864,150.014
2CJGMxpYwTYTdjgjWk6wwq,Smile,Avril Lavigne,Goodbye Lullaby,audio_features,0.627,0.846,1,-3.834,0,0.0457,0.0019,3.97e-06,0.0758,0.686,105.061
7lmX3dD2Xy13Jo1oCTR4ot,The Best Damn Thing,Avril Lavigne,The Best Damn Thing (Expanded Edition),audio_features,0.555,0.943,2,-2.492,1,0.0891,0.00187,3.92e-05,0.151,0.882,165.027
5AnCLGg35ziFOloEnXK4uu,Adore You,Miley Cyrus,Bangerz (Deluxe Version),audio_features,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759
5x5JM1BSB6vollcIzDocqT,The Climb,Miley Cyrus,The Time Of Our Lives (International Version),audio_features,0.336,0.602,4,-6.354,1,0.0325,0.0635,0,0.141,0.299,161.01
3PNy8FT9vvFA1evm536MgB,Who Owns My Heart,Miley Cyrus,Can't Be Tamed,audio_features,0.571,0.805,9,-4.985,0,0.129,0.0106,0,0.0864,0.356,135.908
47cvLbenIcT3GDqFL6duZ0,Can't Be Tamed,Miley Cyrus,Can't Be Tamed,audio_features,0.63,0.91,11,-2.919,0,0.144,0.0287,0,0.196,0.743,116.98
71Uqwm5XGcqnWOg6MS4Wi3,When I Look At You,Miley Cyrus,When I Look At You,audio_features,0.426,0.562,6,-5.499,1,0.0289,0.128,0,0.113,0.276,139.058
43ALtAdaxcoSFSxrBBw5RG,7 Things,Miley Cyrus,7 Things,audio_features,0.601,0.899,1,-4.984,0,0.0332,0.0277,0,0.0644,0.509,107.01
0i7bg5CcqyaceKjXaPXywN,Body Say,Demi Lovato,Body Say,audio_features,0.63,0.735,5,-4.787,0,0.037,0.00516,1.96e-06,0.261,0.217,86.993
6WjmPTZKeDylStKmGHLcqQ,Confident,Demi Lovato,Confident (Deluxe Edition),audio_features,0.607,0.747,3,-6.241,1,0.0667,0.00155,0.000342,0.136,0.336,130.061
73Qlt0XuhuYzEigjitm2ze,Cool for the Summer,Demi Lovato,Confident (Deluxe Edition),audio_features,0.587,0.62,5,-5.612,0,0.0366,0.00504,0.000181,0.0762,0.286,114.08
0KS8IY5kiBOOnkR5OJKv7K,Heart Attack,Demi Lovato,Demi,audio_features,0.503,0.785,8,-4.756,1,0.0971,0.0817,0,0.25,0.508,173.962
3veFQzlEOTpcGGIbYPKdYq,Love You Like A Love Song,Selena Gomez & The Scene,When the Sun Goes Down (Deluxe Edition),audio_features,0.858,0.677,1,-3.842,0,0.0465,0.0752,0,0.0718,0.925,117.005
2hy8tiqndAogn2gFFOA0EU,Who Says,Selena Gomez & The Scene,When the Sun Goes Down (Deluxe Edition),audio_features,0.682,0.927,4,-2.891,1,0.0483,0.0836,0,0.152,0.748,101.016
4nAsykHmK2N7clWhaxNKlg,Naturally,Selena Gomez & The Scene,Kiss & Tell (European Version),audio_features,0.606,0.902,10,-5.41,0,0.0514,0.0188,0,0.0534,0.876,132.615
5WjGhOZdnfXSHhx48cEThF,My Dilemma 2.0,Selena Gomez & The Scene,For You,audio_features,0.561,0.912,6,-3.179,0,0.138,0.0218,0,0.132,0.546,136.035
6vx3HhMsM4MXgrmU1pu9VO,Bang Bang Bang,Selena Gomez & The Scene,When The Sun Goes Down,audio_features,0.776,0.782,0,-2.942,1,0.0368,0.275,0,0.0941,0.85,113.997
5pi5chur3KNMbArrQi0Ehp,We Own The Night - Featuring Pixie Lott,"Selena Gomez & The Scene, Pixie Lott",When The Sun Goes Down,audio_features,0.72,0.731,5,-4.396,1,0.0383,0.00238,1.76e-05,0.0725,0.433,108.04
7i4JECMtz4SW9BSA4fEyrz,Hit The Lights,Selena Gomez & The Scene,When The Sun Goes Down,audio_features,0.571,0.888,7,-3.947,1,0.0585,0.113,0,0.303,0.554,129.956
2FGHFFgynjfteaVYzPnMqX,My Dilemma,Selena Gomez & The Scene,When The Sun Goes Down,audio_features,0.621,0.861,6,-3.692,0,0.0663,0.081,0,0.15,0.65,136.078
2rKN9RkdojXUhPkXDaahXu,Dices (Who Says - Spanish Version),Selena Gomez & The Scene,When The Sun Goes Down,audio_features,0.66,0.927,4,-3.51,1,0.0522,0.103,0,0.192,0.78,101.035
4JJKvhCGXZXdfvrFhcQHTe,Tell Me Something I Don't Know,Selena Gomez & The Scene,Kiss & Tell (European Version),audio_features,0.709,0.934,7,-3.339,0,0.194,0.137,0,0.0593,0.913,145.057
4rZlY0LrsoZG5kyksU7ZAi,Round & Round,Selena Gomez & The Scene,Round & Round,audio_features,0.543,0.685,10,-4.081,1,0.0672,0.00255,0,0.558,0.486,127.996
3CJvmtWw2bJsudbAC5uCQk,Hands To Myself,Selena Gomez,Revival (Deluxe),audio_features,0.811,0.499,5,-7.161,0,0.118,0.0147,2.44e-06,0.342,0.466,111.016
7pJgjBf82BrUQ3z7HdQvW1,The Heart Wants What It Wants,Selena Gomez,For You,audio_features,0.619,0.786,7,-4.938,0,0.0397,0.049,0,0.142,0.628,83.048
27DYCHLJYBhzhWreoNFRRU,Lintu,Diandra,Kerran Joulukuun Aikaan,audio_features,0.47,0.419,0,-5.835,0,0.0265,0.602,0.000341,0.0895,0.143,92.102
2fTsFCKRFQ5M0igJgabnLA,Price Tag,"Jessie J, B.o.B",Who You Are (Platinum Edition),audio_features,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015
6qC8Jj1XOxknPm8N7EbzKX,"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,"Flashlight (From ""Pitch Perfect 2"" Soundtrack)",audio_features,0.458,0.623,5,-7.109,1,0.0505,0.322,5.08e-06,0.11,0.417,147.635
09DSxqiGQEyUxePNw7RBCw,Strong Ones (feat. Cimo Fränkel),"Armin van Buuren, Cimo Fränkel",Strong Ones (feat. Cimo Fränkel) [Remixes],audio_features,0.576,0.848,11,-5.347,1,0.0602,0.0118,0,0.24,0.704,127.945
68vezH3cT6dVOABipmGZ9R,The Right Song,"Tiësto, Oliver Heldens, Natalie La Rose",The Right Song,audio_features,0.546,0.894,8,-3.56,1,0.0898,0.459,0.000106,0.322,0.387,125.031
5wsskBPgW3pw876uCa9JX4,The Only Way Is Up,"Martin Garrix, Tiësto","Club Life, Vol. 4 - New York City",audio_features,0.613,0.739,1,-7.779,0,0.031,0.00322,0.856,0.0842,0.15,128.18
2CAK2t1reUgPK6OMgAMURB,Wasted,"Tiësto, Matthew Koma",A Town Called Paradise,audio_features,0.638,0.816,2,-5.503,1,0.0308,0.00149,0.00115,0.195,0.386,112.014
7mgXoiJeBnKeYa3tq0wHMq,Run Wild (feat. Jake Reese) - Original Mix,"Hardwell, Jake Reese",Run Wild (feat. Jake Reese),audio_features,0.486,0.906,4,-4.634,0,0.055,0.000767,0.000544,0.253,0.118,130.095
1sDq5xK0N3DSlYv4ZrIUpS,Young Again (feat. Chris Jones),"Hardwell, Chris Jones",United We Are,audio_features,0.572,0.786,7,-4.497,1,0.0334,0.0271,0,0.713,0.224,129.002
5zdAK2qS5hmE6WcCS2R1pJ,Everybody Is in the Place - Radio Edit,Hardwell,Everybody Is In The Place,audio_features,0.609,0.989,2,-3.51,1,0.0867,0.000434,0.219,0.0715,0.0358,130.046
7C5lS8rMwf4ny3LwDZWjyX,Dare You (feat. Matthew Koma) - Radio Edit,"Hardwell, Matthew Koma",Dare You (feat. Matthew Koma),audio_features,0.457,0.89,9,-4.304,1,0.0461,0.0165,0,0.0963,0.19,127.877
3FE6Xwjn3z8W3wlhIgpFUD,Apollo (feat. Amba Shepherd) - Radio Edit,"Hardwell, Amba Shepherd",Apollo (feat. Amba Shepherd),audio_features,0.558,0.734,6,-6.133,0,0.0677,0.0159,0.0162,0.615,0.273,128.046
6IlplxuxU7jchU2e0I4mvW,Dream Bigger - Radio Edit,Axwell /\ Ingrosso,Dream Bigger,audio_features,0.64,0.909,2,-3.002,1,0.145,0.00687,4.33e-05,0.281,0.704,124.967
1shDLpsNopiFi72lzxr7mI,On My Way,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",On My Way,audio_features,0.642,0.828,0,-4.031,1,0.0429,0.0679,6.8e-05,0.118,0.332,127.99
74utpX52vJYtwgmnTCC1Mh,Barricade - Radio Edit,Axwell,Barricade,audio_features,0.736,0.966,7,-3.567,1,0.0954,0.000642,0.0564,0.0921,0.0751,128.033
0zaaWhjBOtcxaTFvhL6znM,Louder - Radio Edit,"Dimitri Vegas & Like Mike, VINAI",Louder,audio_features,0.567,0.992,1,-2.688,1,0.272,0.000465,0.00646,0.217,0.0999,128.023
7HlbnpLx7dlvCZ449HfGzP,Louder - Extended Mix,"Dimitri Vegas & Like Mike, VINAI",Louder,audio_features,0.624,0.994,8,-2.833,1,0.176,0.000176,0.266,0.0847,0.156,128.001
10BTymGGrWHokwzbHlkDl2,Project T - Martin Garrix Edit,"Dimitri Vegas & Like Mike, Like Mike, Sander van Doorn",Project T (Martin Garrix Remix),audio_features,0.525,0.825,9,-7.131,0,0.0372,0.0193,0.809,0.0962,0.196,127.963
54fgYLd9UtdPZVjx548Ver,Proxy,Martin Garrix,Gold Skies,audio_features,0.667,0.695,7,-5.722,0,0.0334,0.00856,0.865,0.197,0.292,128.052
0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Nickelback,Silver Side Up,audio_features,0.446,0.764,10,-5.042,1,0.033,0.00135,0,0.099,0.543,172.094
2vBiZ7nBe0OqTZKWGP0s4K,Lullaby,Nickelback,Here and Now (Audio Only Version),audio_features,0.508,0.832,11,-4.395,1,0.032,0.000372,0,0.0859,0.404,136.004
4CDoeHIz44HzXq3j6LkZq6,Bring Me To Life,Evanescence,Fallen,audio_features,0.322,0.947,4,-3.173,0,0.12,0.00846,3.95e-06,0.238,0.269,189.994
0HRshWRNAwQBROvxXqG3i9,Skinny Love,Birdy,Birdy (Deluxe Version),audio_features,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467
6hrgeEo1WQOHVeF8QMv68S,Breathe Me,Sia,Colour The Small One,audio_features,0.544,0.63,0,-7.523,1,0.0335,0.034,0.573,0.0961,0.202,120.064
3dJ1OgvUKWi46HcRF4hiSq,If I Die Young,The Band Perry,If I Die Young,audio_features,0.597,0.497,4,-6.373,1,0.0274,0.36,0,0.355,0.338,130.718
72iNjNcripCtyG8AZEPVBo,My Immortal,Evanescence,Fallen,audio_features,0.251,0.333,9,-7.828,1,0.0336,0.748,1.22e-05,0.0847,0.0691,97.195
1wfZKFKzBDRl1wTK7TvYQe,Lost It All,Black Veil Brides,Wretched and Divine: The Story Of The Wild Ones,audio_features,0.254,0.563,10,-7.495,0,0.0392,0.0895,0.00221,0.195,0.0979,111.685
0rpIH5otu7ykvZPdcQuRPh,Chasing Cars,Snow Patrol,Chasing Cars,audio_features,0.556,0.595,9,-4.51,1,0.0275,0.214,8.33e-05,0.125,0.144,104.001
5KmhARDh8FEU3Lj2UKYwqU,Monster (DotEXE Remix),Meg & Dia,Monster (DotEXE Remix),audio_features,0.645,0.741,6,-5.42,0,0.0489,0.288,4.04e-05,0.115,0.414,139.914
33MRgodHF7JRvfwc5G7kao,AnyTime,Don Diablo,AnyTime,audio_features,0.676,0.964,5,-2.078,0,0.133,0.0265,9.72e-05,0.379,0.49,125.951
1FQH8LMIsRvS3rqDaBzVU4,Gravity - Radio Edit,"Andero & Nectum, Ian Everson",Gravity (feat. Ian Everson),audio_features,0.501,0.655,7,-6.158,1,0.0807,0.0476,0,0.411,0.325,127.844
6J1wLLb7VvjuUxH0dbjZOZ,Warrior - Radio Edit,"Juliette Claire, Yetmir",Warrior,audio_features,0.553,0.762,11,-3.687,1,0.0381,0.39,1.36e-06,0.204,0.207,125.968
4OBvbFdZqUzKqmd5SVQpLX,Karjala takaisin (feat. Freeman),"JVG, Freeman",jvg.fi,audio_features,0.661,0.888,6,-5.09,0,0.104,0.119,0,0.0996,0.873,160.034
6rQ9qJPvInEqSzlh89LsPJ,Coco Jamboo - Radio Version,Mr. President,We See The Same Sun,audio_features,0.832,0.838,1,-5.414,0,0.0421,0.0791,0,0.152,0.965,100.019
6DiwQjTwC4NOulyhpXghI7,Nää yöt ei anna armoo (feat. Cheek),"Kaija Koo, Cheek",Sinun naisesi,audio_features,0.469,0.885,11,-4.873,0,0.11,0.00107,0,0.367,0.33,154.765
7EVk9tRb6beJLTHrg6AkY9,Tuesday (feat. Danelle Sandoval),"Burak Yeter, Danelle Sandoval",Tuesday (feat. Danelle Sandoval),audio_features,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002
4rqR0yM2k41leqyErhNzTs,Beautiful,"Akon, Colby O'Donis, Kardinal Offishall",Freedom (Int'l Version),audio_features,0.742,0.948,0,-4.445,0,0.0894,0.123,0,0.112,0.615,130.022
6ItkmsAMKvcab9ikCN1TBW,Ei Filtterii,Evelina,24K,audio_features,0.581,0.765,1,-2.912,0,0.118,0.134,0,0.103,0.517,92.027
5jXypD1EKG2pwhtFNJfywj,Blue (Da Ba Dee) - Sound of Legend Edit,Sound Of Legend,Blue (Da Ba Dee) [Sound of Legend Edit],audio_features,0.576,0.98,7,-1.767,0,0.067,0.107,0.000618,0.175,0.233,128.014
2IOvpCME5BWATj3KT1WPSD,Sex (With My Ex) - Radio Edit,Mon DJ,Sex (With My Ex),audio_features,0.976,0.92,10,-3.646,0,0.226,0.0152,0,0.331,0.913,128.037
09uma8kvpf699ailOSlzds,Captain Jack - Short Mix,Captain Jack,Captain Jack,audio_features,0.667,0.999,1,-4.375,0,0.0828,0.0726,4.15e-05,0.238,0.566,149.875
2N2vT7prULYdnOeqA0XBDy,Ikuinen Virta,Indica,Ikuinen Virta,audio_features,0.516,0.714,11,-7.124,1,0.0379,0.000457,0.0226,0.397,0.719,156.041
6nw6HDH049R7j7JArouHn3,Panisin,Duo,Panisin,audio_features,0.742,0.584,8,-7.482,1,0.0484,0.00156,6.74e-05,0.584,0.364,129.989
7L83K0Py6AOVBeGdFeghGr,Lämpöö,"Brädi, Redrama",Lämpöö,audio_features,0.754,0.846,3,-4.388,1,0.169,0.114,0,0.0689,0.712,95.002
5Mm4oeVBGi4iwwqFlZcQS0,Party (Papiidipaadi) (feat. Nikke Ankara),"Antti Tuisku, Nikke Ankara",En kommentoi (Deluxe Version),audio_features,0.725,0.784,5,-4.674,0,0.123,0.0143,5.97e-06,0.297,0.69,139.986
3UVRi8xiuMb0MtFIbemaAn,Peto on irti,Antti Tuisku,En kommentoi,audio_features,0.679,0.866,0,-3.86,0,0.0889,0.0984,0,0.139,0.75,127.966
7kqBN2NgRf263KYSvQkOTI,Sata salamaa (Vain elämää kausi 4),Antti Tuisku,TOP 10,audio_features,0.771,0.831,4,-5.642,1,0.0709,0.0356,3.55e-05,0.163,0.585,127.87
6ztuJGgOU21itua35jvwlt,Ryyppy,STIG,Puumaa mä metsästän,audio_features,0.566,0.916,6,-8.076,0,0.0402,0.00724,0.659,0.25,0.869,120.19
3l7cMWg2wBWNDoyAtG1Sll,Huomisen Huolia,"Spekti, Tasis",Huomisen Huolia,audio_features,0.777,0.764,0,-4.307,0,0.138,0.185,0,0.146,0.913,110.013
6OmLK1wyUwf3v48rD8kVdZ,Levikset repee (feat. VilleGalle),"Sini Sabotage, VilleGalle",Levikset repee (feat. VilleGalle),audio_features,0.827,0.801,5,-5.106,1,0.0686,0.0713,0,0.0873,0.655,127.992
5HOpkTTVcmZHnthgyxrIL8,The Fox (What Does the Fox Say?),Ylvis,The Fox (What Does the Fox Say?),audio_features,0.703,0.867,6,-4.292,1,0.0453,0.107,0,0.119,0.546,128.008
3OVLPcUPS0HbMeAeMP0jZ4,Dance (A$$) Remix,"Big Sean, Nicki Minaj",Dance (A$$) Remix,audio_features,0.821,0.721,11,-6.807,0,0.292,0.0263,0.000661,0.215,0.698,79.949
3i2YzgregUTKDAPVHz6rBM,Big Bang (2015 Life In Color Anthem) - Radio Edit,"Borgeous, SOLANO",Big Bang (2015 Life In Color Anthem),audio_features,0.637,0.906,5,-5.379,0,0.0426,0.000404,0.766,0.135,0.351,128.002
3tvWMBIblzT5FSjKtIeRR1,Whatever You Like,T.I.,Paper Trail,audio_features,0.68,0.687,9,-6.162,0,0.0709,0.0161,0,0.261,0.467,150.053
0RIHDrcRAXtUlnkvTYPW1a,"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",DJ Khaled,"All I Do Is Win (Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",audio_features,0.55,0.779,0,-3.841,1,0.211,0.0135,0,0.333,0.315,150.069
2ASx7GNCypmXa7IiKILPwh,Burn,"KSHMR, DallasK",Burn,audio_features,0.757,0.885,7,-5.109,0,0.146,0.000921,0.919,0.0484,0.258,128.009
16GHcGtW9Io7AuVdNmTjv3,Live Your Life - feat. Rihanna,"T.I., Rihanna",Paper Trail,audio_features,0.375,0.862,11,-3.363,0,0.255,0.071,0,0.211,0.478,159.841
5EYLK6LNWY4XsxWc1Hns6u,Big Bang - Bass Modulators Radio Edit,"twoloud, Bass Modulators",Big Bang (Bass Modulators Remix),audio_features,0.587,0.976,5,-4.05,0,0.0553,0.0109,0.944,0.127,0.211,149.956
4c7mwtU8HGuLUVqRX5HU7F,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar","F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",audio_features,0.854,0.703,1,-7.127,1,0.285,0.0173,2.4e-06,0.109,0.681,95.957
1MB60Ingbxmdukc2wq8b2G,Hookah,Qulinez,Hookah,audio_features,0.551,0.928,4,-4.076,0,0.0749,0.0135,0.405,0.383,0.115,127.969
2DxViRCaF81Qe8xGyqUnlk,The Moment (Novell),Nicky Romero,The Moment (Novell),audio_features,0.528,0.563,3,-6.077,0,0.0318,0.0625,0,0.305,0.197,125.99
0k6HUzaRHpQ3eEWr1C7Esh,Ms. New Booty,"Bubba Sparxxx, Ying Yang Twins, Mr. Collipark",Ms. New Booty,audio_features,0.64,0.62,1,-5.931,1,0.416,0.016,0,0.0831,0.609,129.37
2rizacJSyD9S1IQUxUxnsK,All We Know,"The Chainsmokers, Phoebe Ryan",All We Know,audio_features,0.662,0.586,0,-8.821,1,0.0307,0.097,0.00272,0.115,0.296,90.0
7LjiYnwicHBZw0m7KSAggS,Monopoly,"Mokita, CADE",Monopoly,audio_features,0.5,0.612,5,-7.099,1,0.0348,0.123,2.12e-05,0.195,0.428,94.974
7gp7td7ibvNr94JW1VIQiW,Kiinni Jäit,"Jontte Valosaari, Mikael Gabriel",Kiinni Jäit,audio_features,0.694,0.939,11,-2.225,0,0.0601,0.142,0,0.369,0.848,132.991
0fUjQgvpUFh6SdW5SWjJ7X,Tg 2016,"The Moose, ODEE",Tg 2016,audio_features,0.769,0.746,9,-6.421,0,0.0949,0.035,0.0148,0.176,0.141,128.047
0S4ZwlOCBuevXhgyGYMqGW,Kuningatar,Kauniit & Uhkarohkeat,Kuningatar,audio_features,0.361,0.698,11,-4.295,0,0.0597,0.0201,0,0.253,0.526,128.227
17QAMdhDeJN1s36OjtaI5w,Pokka,Irina,Liiba Laaba,audio_features,0.496,0.859,9,-5.013,0,0.033,0.00103,4.14e-05,0.188,0.571,145.996
6zz5ECwOCyGNsm7QWXpnXF,Oothan tässä vielä huomenna,Johanna Kurkela,Oothan tässä vielä huomenna,audio_features,0.393,0.406,0,-10.21,1,0.0436,0.405,0,0.163,0.136,167.391
4J8NOZRQ4L1ZYGCdn7jrvK,Bandida,"VG+, Seksikäs-Suklaa",Bandida,audio_features,0.857,0.827,11,-5.781,0,0.0797,0.0732,0,0.0964,0.777,97.975
56uFn2tOlveD7g2QwkpHOd,Boombidibyebye,"Keko Salata, Ivone Cerdan",Boombidibyebye,audio_features,0.777,0.833,1,-5.623,1,0.142,0.222,0,0.0694,0.43,97.967
4Wb34EXk4mQ4CDcZ1hHRpz,Justin (feat. Daniel Okas),"Tuuli, Daniel Okas",Justin (feat. Daniel Okas),audio_features,0.834,0.743,0,-2.805,1,0.0889,0.117,0,0.0796,0.692,128.039
02XnQdf7sipaKBBHixz3Zp,Paparazzi,Lady Gaga,The Fame,audio_features,0.762,0.692,5,-3.973,0,0.0438,0.113,0,0.094,0.397,114.906
1FCQEg7wOK9IIBuxx63krr,And We Danced (feat. Ziggy Stardust),Macklemore,The Unplanned Mixtape,audio_features,0.758,0.677,5,-6.598,1,0.0782,0.456,0,0.0954,0.713,124.998
0YdcjSwXRXuGOkIW5sjJWE,The One That Got Away,"Katy Perry, B.o.B",The One That Got Away (feat. B.o.B),audio_features,0.722,0.862,4,-3.27,1,0.0415,0.0118,0,0.081,0.634,133.988
3U1TuSqHIubBA10cVP7Sk6,I Think I'm In Love,Kat Dahlia,My Garden,audio_features,0.632,0.638,7,-6.731,1,0.0505,0.137,0,0.125,0.574,121.868
7Cj2tT0m2SBeIO1PsGfk8A,Grenade - Acoustic,Bruno Mars,The Grenade Sessions,audio_features,0.639,0.393,2,-6.314,0,0.0309,0.819,0,0.0891,0.363,97.917
10fT3GtVbBcTOzJJAUBztT,Paljon onnea vaan,Tuuli,Paljon onnea vaan,audio_features,0.755,0.85,2,-6.093,0,0.0805,0.278,0,0.0564,0.713,94.017
1b0TSuo18PvR6sKvVXMjB2,Poikii On,Ella Lymi,Poikii On,audio_features,0.66,0.625,0,-7.449,1,0.0317,0.632,0.000477,0.112,0.443,129.665
41yPlVj1ss9kMx8LSd9f1p,Elän sut uudestaan,PistePiste,Hetken maailma on tässä,audio_features,0.629,0.723,7,-8.401,1,0.028,0.0708,0,0.247,0.577,109.953
1qDrWA6lyx8cLECdZE7TV7,Somebody That I Used To Know,"Gotye, Kimbra",Making Mirrors,audio_features,0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059
4Q2NmwglThBlCFe5lGZOim,SUSHI,"Evelina, JVG",SUSHI,audio_features,0.58,0.863,2,-3.716,1,0.0659,0.0725,0,0.123,0.393,79.927
2zW03eKjbyjZyNuPqZRoKw,Mitä mä teen (feat. JVG),"Pete Parkkonen, JVG",Mitä mä teen (feat. JVG),audio_features,0.663,0.656,1,-4.765,1,0.0322,0.326,2.06e-06,0.418,0.597,99.959
5gXkX96i9IMtn7wEfUibIx,Muistikuvien Vanki,"Mäkki, Keko Salata",Muistikuvien Vanki / Takas,audio_features,0.799,0.832,1,-4.434,1,0.164,0.279,0,0.0969,0.663,99.991
7g5M2rzDUPoFv4JAZAyJR7,Pisamat,Nikke Ankara,Pisamat,audio_features,0.7,0.871,1,-4.09,1,0.129,0.0605,0,0.308,0.632,93.949
7yyRTcZmCiyzzJlNzGC9Ol,Broccoli (feat. Lil Yachty),"Shelley FKA DRAM, Lil Yachty",Big Baby DRAM,audio_features,0.886,0.525,8,-7.39,1,0.131,0.236,0,0.057,0.708,145.99
24kGngQeXHt0uhffKpq0zj,Don't Cha,"The Pussycat Dolls, Busta Rhymes",PCD (Revised International Version),audio_features,0.875,0.631,1,-3.475,1,0.099,0.00542,2.54e-06,0.127,0.549,120.002
6cj8s9tWTahcd0XmnM2tVj,Right Now (Na Na Na),Akon,Freedom (Int'l Version),audio_features,0.832,0.87,8,-4.2,0,0.166,0.269,0,0.415,0.577,137.998
127uq83uGFapbddqiMUKky,Sexy Bitch (feat. Akon),"David Guetta, Akon",One More Love,audio_features,0.813,0.627,11,-5.018,0,0.0486,0.0771,0.000616,0.131,0.801,130.011
5A6OHHy73AR5tLxgTc98zz,Black and Yellow,Wiz Khalifa,Rolling Papers,audio_features,0.684,0.834,2,-4.524,0,0.0675,0.0646,0,0.271,0.538,164.02
7hqTqI883aj62BNSnQzmnH,Holiday (feat. Akon) - DJ Antoine vs Mad Mark 2k15 Club Mix,"DJ Antoine, Akon",Holiday (feat. Akon),audio_features,0.734,0.892,1,-4.466,1,0.0423,0.0125,0.00392,0.0409,0.392,125.994
7cvxrDu7VIhVSOFRNgPegv,Break Free,"Ariana Grande, Zedd",Break Free,audio_features,0.687,0.698,7,-5.29,0,0.0468,0.0057,8.75e-05,0.253,0.316,129.954
3PiLfzEXHrvT1oJKR8PAJt,Bitches N Marijuana (feat. ScHoolboy Q),"Chris Brown, Tyga, ScHoolboy Q",Fan of A Fan The Album (Expanded Edition),audio_features,0.559,0.535,3,-8.136,0,0.274,0.337,0,0.105,0.62,96.989
1ShuJmtDsgCs8GvjsewYxi,Join Me - Razorblade Mix,HIM,And Love Said No - Greatest Hits 1997 - 2004,audio_features,0.625,0.696,8,-6.908,0,0.0325,0.0276,1.53e-05,0.127,0.606,113.809
75pZHMj4SHAzJf35kwAAkQ,Girl On Fire,Alicia Keys,Girl On Fire,audio_features,0.482,0.706,9,-5.762,1,0.0609,0.135,0.00106,0.105,0.144,92.494
43OdYMY7yMgBW3n5W4QQD9,Move Your Body,Eiffel 65,Europop,audio_features,0.745,0.958,7,-9.664,1,0.0287,0.0814,0.32,0.533,0.96,129.962
4Ei3y7xExqyxy5SV8ko9fn,Bad Boy - Radio Edit,Cascada,Platinum,audio_features,0.666,0.978,11,-5.118,0,0.0925,0.0149,0.0444,0.222,0.63,139.991
47xLbuUdmD03ATrke934S1,Freestyler,Bomfunk MC's,Freestyler,audio_features,0.822,0.922,11,-5.798,0,0.0989,0.0291,0.325,0.252,0.568,163.826
1hwJKpe0BPUsq6UUrwBWTw,Boulevard of Broken Dreams,Green Day,Boulevard of Broken Dreams,audio_features,0.49,0.679,8,-3.68,1,0.0309,0.00394,1.54e-05,0.0383,0.506,167.046
0tgnTzjIkj8mVVEh0SNH0t,Secrets,OneRepublic,Waking Up (International Deluxe Version),audio_features,0.516,0.762,2,-6.224,1,0.0361,0.0734,0,0.116,0.382,148.018
3ZfMci7n6qk9nRodX8BfIb,Girl Gone Wild,Madonna,MDNA,audio_features,0.697,0.598,8,-5.883,0,0.0708,0.0331,5.98e-06,0.318,0.606,131.967
0QXtw4rDLQtpzqPS4uJbZJ,Give Me All Your Luvin',"Madonna, Nicki Minaj, M.I.A.",MDNA,audio_features,0.68,0.885,11,-4.345,1,0.0382,0.00563,0.000756,0.379,0.877,144.998
2iCf3YOXffq3fCZyIwliPR,La La La,LMFAO,Party Rock,audio_features,0.606,0.819,0,-6.554,0,0.128,0.00645,1.15e-06,0.279,0.587,128.028
2epGMZt9GFdH1etwMbQcFm,Beez In The Trap,"Nicki Minaj, 2 Chainz",Pink Friday: Roman Reloaded The Re-Up (Explicit Version),audio_features,0.814,0.782,9,-6.005,1,0.218,0.0227,0.00167,0.0956,0.683,150.011
7GsYM767NTEiUFjq00tspw,Dressin' Up,Katy Perry,Teenage Dream: The Complete Confection,audio_features,0.715,0.783,7,-6.146,1,0.0785,0.0201,0.000684,0.104,0.459,141.558
1dG3YWhLiTyFfTJyT2DanJ,LaserLight,"Jessie J, David Guetta",Who You Are (Platinum Edition),audio_features,0.796,0.784,11,-3.713,1,0.061,0.147,5.27e-06,0.105,0.818,127.507
1qlL4U9ofYv2FMApQUHup9,Rakkaudesta laulu,Maisa,Rakkaudesta laulu,audio_features,0.551,0.67,9,-8.646,1,0.0288,0.131,0,0.145,0.385,121.996
5WkUEAGya6TGeC5U0HDa80,Radioactive,Rita Ora,ORA Deluxe,audio_features,0.647,0.874,10,-2.057,0,0.0462,0.0187,0.000173,0.27,0.543,125.026
